Loan Number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
167,12385.321100917432,12270.642201834862,12155.963302752294,12041.284403669724,11926.605504587154,11811.926605504588,11697.247706422018,11582.56880733945,11467.88990825688,11353.21100917431,11238.532110091744,11123.853211009175,11009.174311926607,10894.495412844037,10779.816513761467,10665.137614678899,10550.458715596329,10435.779816513761,10321.100917431193,10206.422018348623,10091.743119266055,9977.064220183487,9862.385321100917,9747.706422018347,9633.02752293578,9518.348623853211,9403.669724770643,9288.990825688074,9174.311926605504,9059.633027522936,8944.954128440368,8830.275229357798,8715.59633027523,8600.91743119266,8486.238532110092,8371.559633027522,8256.880733944954,8142.201834862386,8027.522935779817,7912.844036697247,7798.165137614678,7683.48623853211,7568.807339449541,7454.128440366972,7339.449541284404,7224.770642201835,7110.091743119266,6995.412844036698,6880.733944954129,6766.05504587156,6651.37614678899,6536.697247706422,6422.018348623853,6307.339449541285,6192.660550458716,6077.981651376147,5963.302752293577,5848.623853211009,5733.94495412844,5619.266055045872,5504.587155963303,5389.9082568807335,5275.2293577981645,5160.5504587155965,5045.871559633028,4931.192660550459,4816.51376146789,4701.834862385322,4587.155963302752,4472.477064220184,4357.798165137615,4243.119266055046,4128.440366972477,4013.7614678899085,3899.082568807339,3784.4036697247707,3669.724770642202,3555.045871559633,3440.3669724770643,3325.688073394495,3211.0091743119265,3096.330275229358,2981.6513761467886,2866.97247706422,2752.2935779816517,2637.6146788990823,2522.935779816514,2408.256880733945,2293.577981651376,2178.8990825688074,2064.2201834862385,1949.5412844036696,1834.862385321101,1720.1834862385322,1605.5045871559632,1490.8256880733943,1376.1467889908258,1261.467889908257,1146.788990825688,1032.1100917431193,917.4311926605506,802.7522935779816,688.0733944954129,573.394495412844,458.7155963302753,344.03669724770646,229.35779816513764,114.67889908256882
